Loan_ID,Customer_ID,Account_ID,Branch,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Loan_Status
526,1488,2099,"Patterson, Deleon and Webb Branch",Business,450214,9.69,36,2015-09-03,2018-08-18,Active
527,1021,2422,Stevens-Braun Branch,Education,2857302,8.58,120,2021-04-14,2031-02-21,Closed
528,1364,2333,Gutierrez PLC Branch,Personal,2995160,13.44,60,2021-06-20,2026-05-25,Active
529,1475,2149,"Bird, Weber and Cain Branch",Business,4139393,12.7,240,2015-11-18,2035-08-05,Defaulted
530,1352,2234,Johnson Group Branch,Auto,2880218,9.87,180,2015-10-20,2030-08-02,Approved
531,1456,2372,Hall PLC Branch,Home,2708167,11.72,84,2021-10-15,2028-09-08,Defaulted
532,1129,2241,Green-Keith Branch,Business,4419925,14.22,180,2016-11-16,2031-08-30,Active
533,1485,2562,Stewart-Jones Branch,Home,721631,8.18,180,2016-02-26,2030-12-09,Approved
534,1087,2400,Duke-Keller Branch,Personal,271164,12.67,24,2016-03-01,2018-02-19,Closed
535,1540,2175,"Mcbride, Leonard and Brown Branch",Home,1973977,8.48,84,2019-12-21,2026-11-14,Active
536,1562,2456,"Sloan, Williams and Adkins Branch",Personal,344901,11.81,120,2020-05-04,2030-03-13,Defaulted
537,1356,2494,Anderson-Dunn Branch,Auto,4573872,7.92,240,2022-01-28,2041-10-15,Defaulted
538,1267,2160,"Patton, Maddox and Jackson Branch",Business,1955291,12.94,240,2018-06-15,2038-03-02,Closed
539,1548,2009,"Smith, Mcdonald and Johnson Branch",Home,138548,6.5,36,2018-11-09,2021-10-24,Closed
540,1008,2562,Barnes PLC Branch,Education,4051928,8.9,180,2023-12-13,2038-09-25,Closed
541,1400,2388,Townsend-Black Branch,Home,1631848,9.79,180,2019-06-05,2034-03-18,Active
542,1545,2276,Gutierrez PLC Branch,Auto,2256038,7.13,60,2020-10-17,2025-09-21,Closed
543,1467,2464,Perez and Sons Branch,Education,1627063,13.33,36,2016-07-13,2019-06-28,Closed
544,1191,2105,Walker-Murray Branch,Home,4177161,8.0,12,2016-09-15,2017-09-10,Approved
545,1093,2155,Baldwin and Sons Branch,Home,2308172,7.5,240,2023-02-26,2042-11-13,Approved
546,1475,2033,"Stewart, Wilson and Dalton Branch",Personal,4190445,8.24,180,2018-06-30,2033-04-12,Defaulted
547,1074,2557,"Morrison, Morrison and Camacho Branch",Home,722960,13.25,36,2015-08-18,2018-08-02,Closed
548,1255,2395,"Sanchez, Brennan and Ortega Branch",Education,1573402,8.04,84,2019-04-12,2026-03-06,Approved
549,1534,2214,"Potts, Gutierrez and Hancock Branch",Education,2123346,12.4,12,2017-03-26,2018-03-21,Defaulted
550,1563,2534,"Cunningham, Lee and Fleming Branch",Education,3314199,11.95,84,2018-08-16,2025-07-10,Active
551,1224,2116,Richardson-Morales Branch,Personal,2174941,10.35,84,2017-03-24,2024-02-16,Closed
552,1406,2249,"Ross, Hayes and Erickson Branch",Auto,3692011,9.1,36,2023-11-28,2026-11-12,Closed
553,1092,2255,"Stewart, Wilson and Dalton Branch",Personal,402265,11.15,240,2022-09-20,2042-06-07,Active
