txn_id,customer_id,txn_type,amount,txn_time,status
T05082,C0388,deposit,58381.14,2024-06-07 14:15:16,success
T05083,C0378,deposit,42705.27,2024-06-28 20:02:38,success
T05084,C0195,deposit,2932.14,2025-05-23 07:31:30,success
T05085,C0009,deposit,97999.03,2024-06-21 23:38:27,success
T05086,C0066,deposit,16028.66,2025-04-17 21:18:38,success
T05087,C0134,online fraud,37446.62,2024-08-05 03:02:23,failed
T05088,C0040,deposit,69252.44,2024-08-14 08:07:22,success
T05089,C0016,online fraud,6660.77,2025-04-23 07:08:07,failed
T05090,C0488,withdrawal,50779.61,2025-01-13 16:40:32,success
T05091,C0250,transfer,62100.77,2025-02-08 05:00:37,success
T05092,C0009,withdrawal,33452.71,2024-10-25 05:36:46,success
T05093,C0328,withdrawal,79930.05,2024-06-03 22:57:18,success
T05094,C0070,deposit,4441.68,2024-07-01 14:58:08,success
T05095,C0403,deposit,13037.96,2024-10-06 09:58:56,failed
T05096,C0480,deposit,15221.48,2024-08-06 08:46:23,success
T05097,C0069,withdrawal,34979.27,2024-12-01 05:05:25,success
T05098,C0258,withdrawal,22946.04,2024-11-17 14:20:06,success
T05099,C0407,purchase,59907.33,2024-11-19 00:13:31,success
T05100,C0110,deposit,45941.89,2025-05-08 10:10:49,success
T05101,C0418,withdrawal,92259.16,2025-01-15 09:33:51,success
T05102,C0272,deposit,51874.0,2024-09-28 06:59:36,failed
T05103,C0417,transfer,9683.98,2025-04-19 02:44:11,success
T05104,C0488,online fraud,25625.43,2024-08-10 21:12:09,failed
T05105,C0036,withdrawal,68985.71,2025-03-04 03:29:55,failed
T05106,C0392,deposit,18044.83,2024-11-19 12:35:48,success
T05107,C0348,withdrawal,85863.85,2025-04-02 20:17:20,success
T05108,C0451,transfer,84931.89,2024-09-15 20:00:13,success
T05109,C0268,withdrawal,43800.54,2024-12-15 20:57:00,success
T05110,C0273,deposit,77427.76,2024-11-20 01:16:49,failed
T05111,C0218,withdrawal,48559.46,2025-03-03 16:32:35,success
T05112,C0406,online fraud,25301.22,2024-11-28 08:24:06,failed
T05113,C0031,purchase,53146.21,2025-01-18 02:27:41,success
T05114,C0115,deposit,23158.85,2024-08-18 12:59:27,failed
T05115,C0193,transfer,32416.37,2024-10-24 15:36:05,success
T05116,C0158,withdrawal,19811.48,2024-09-09 07:49:05,success
T05117,C0396,purchase,80420.78,2024-05-28 13:30:42,failed
T05118,C0166,purchase,74171.09,2025-03-17 02:01:38,success
T05119,C0241,withdrawal,88617.12,2025-02-22 07:26:37,success
T05120,C0050,withdrawal,41177.01,2024-11-20 05:49:21,success
T05121,C0099,withdrawal,28612.47,2025-05-06 10:48:24,success
T05122,C0442,withdrawal,84045.41,2024-08-02 08:34:09,success
T05123,C0385,deposit,74942.23,2024-08-04 20:34:37,success
T05124,C0067,transfer,19208.9,2024-12-19 23:52:43,success
T05125,C0455,withdrawal,72650.88,2024-06-05 05:03:45,success
T05126,C0054,withdrawal,39591.58,2025-01-28 09:27:17,success
T05127,C0210,deposit,32268.94,2025-03-28 09:46:06,success
T05128,C0364,deposit,60043.87,2024-10-15 15:13:38,success
T05129,C0176,withdrawal,63753.92,2024-11-17 15:50:08,success
T05130,C0085,withdrawal,6544.34,2024-08-06 00:58:47,failed
T05131,C0006,purchase,83146.92,2025-02-23 12:03:20,success
T05132,C0481,transfer,20144.84,2024-07-28 07:26:26,success
T05133,C0434,withdrawal,33388.6,2024-11-15 00:05:01,success
T05134,C0421,withdrawal,5880.62,2024-07-10 08:25:55,failed
T05135,C0223,deposit,12127.16,2024-07-10 09:50:34,success
T05136,C0115,withdrawal,97049.28,2024-10-21 07:01:18,success
T05137,C0295,purchase,84888.62,2024-06-14 00:06:18,failed
T05138,C0372,purchase,56133.49,2024-06-02 03:53:51,success
T05139,C0368,deposit,98534.93,2024-06-03 04:46:33,success
T05140,C0321,deposit,69038.36,2024-08-04 19:53:59,success
T05141,C0218,purchase,20819.61,2025-03-19 07:33:28,success
T05142,C0428,withdrawal,77354.22,2024-08-26 10:07:02,success
T05143,C0139,deposit,42268.21,2025-04-09 12:12:04,failed
T05144,C0298,withdrawal,89828.27,2024-07-12 01:22:01,success
T05145,C0316,deposit,31099.86,2024-10-12 17:51:17,success
T05146,C0282,transfer,8826.49,2024-07-25 15:32:26,success
T05147,C0365,deposit,16215.87,2024-07-30 21:10:23,success
T05148,C0455,withdrawal,47963.3,2025-05-10 05:26:05,success
T05149,C0394,purchase,73695.61,2024-09-28 20:37:55,success
T05150,C0029,purchase,28370.16,2024-10-14 02:27:12,success
T05151,C0159,online fraud,85676.93,2024-11-23 06:40:59,failed
T05152,C0163,deposit,96995.66,2024-11-12 06:09:52,failed
T05153,C0331,deposit,19426.43,2024-05-29 05:39:37,success
T05154,C0163,deposit,12380.55,2024-08-03 23:21:39,success
T05155,C0466,purchase,8060.27,2024-10-27 15:14:58,success
T05156,C0160,deposit,82899.74,2025-01-12 02:41:23,success
T05157,C0382,purchase,80588.34,2025-05-16 10:56:05,success
T05158,C0300,online fraud,62909.97,2024-07-18 08:42:17,failed
T05159,C0139,transfer,20634.47,2024-06-13 21:03:38,success
T05160,C0207,deposit,65942.06,2024-05-26 07:54:54,success
T05161,C0303,withdrawal,71125.86,2024-10-29 20:48:19,success
T05162,C0345,deposit,22603.26,2024-07-31 20:50:42,success
T05163,C0399,purchase,83627.0,2025-04-06 07:53:33,success
T05164,C0406,deposit,45080.54,2024-09-26 03:47:29,success
T05165,C0412,deposit,5053.13,2025-03-29 20:20:28,failed
T05166,C0163,deposit,50117.54,2024-06-21 09:01:56,success
T05167,C0228,deposit,47914.93,2024-09-11 13:35:19,success
T05168,C0151,withdrawal,49721.23,2025-01-19 01:53:46,success
T05169,C0497,withdrawal,96139.43,2024-11-03 16:47:36,success
T05170,C0127,withdrawal,93592.86,2025-01-26 08:02:05,success
T05171,C0434,withdrawal,88548.18,2025-03-13 00:31:11,success
T05172,C0004,purchase,78350.51,2025-05-09 23:01:26,success
T05173,C0195,transfer,28506.69,2024-08-25 05:09:20,success
T05174,C0446,withdrawal,5443.82,2024-07-01 03:21:27,success
T05175,C0447,deposit,70795.94,2024-08-25 12:31:20,success
T05176,C0068,withdrawal,97196.85,2025-01-25 00:13:56,success
T05177,C0309,withdrawal,44390.54,2025-05-13 18:17:05,success
T05178,C0133,withdrawal,53278.27,2025-03-05 03:17:11,failed
T05179,C0408,purchase,8801.92,2024-08-31 04:29:19,success
T05180,C0114,deposit,8602.22,2025-05-02 16:28:17,success
T05181,C0154,withdrawal,69743.96,2024-10-08 13:59:51,success
T05182,C0149,deposit,22887.69,2024-08-25 19:21:36,success
T05183,C0296,withdrawal,72303.28,2024-10-08 21:45:16,success
T05184,C0347,deposit,57054.8,2024-05-27 10:10:51,success
T05185,C0341,deposit,50260.9,2024-08-18 06:51:01,success
T05186,C0466,purchase,31311.94,2024-07-12 01:36:12,failed
T05187,C0468,withdrawal,7114.99,2025-01-30 11:08:26,success
T05188,C0199,withdrawal,61214.2,2024-10-03 23:22:01,success
T05189,C0134,withdrawal,56829.16,2025-04-04 23:34:17,success
T05190,C0103,purchase,32544.6,2024-07-04 18:05:56,failed
T05191,C0022,deposit,66352.19,2024-07-19 06:50:36,failed
T05192,C0130,purchase,73839.85,2025-02-23 14:31:00,success
T05193,C0265,purchase,80996.92,2025-05-03 08:40:36,success
T05194,C0472,deposit,46213.9,2025-03-01 22:15:01,success
T05195,C0370,withdrawal,27080.54,2025-02-05 21:48:02,success
T05196,C0450,deposit,88889.52,2025-04-08 02:53:13,success
T05197,C0049,withdrawal,81377.58,2024-11-27 08:24:04,success
T05198,C0453,deposit,3786.7,2025-01-09 03:19:10,success
T05199,C0154,deposit,22035.77,2025-01-22 17:46:22,success
T05200,C0379,withdrawal,7822.63,2025-01-15 07:23:29,success
T05201,C0029,transfer,93250.92,2024-06-29 07:15:20,success
T05202,C0415,purchase,60440.71,2024-11-03 18:49:23,success
T05203,C0374,purchase,4640.37,2025-02-15 09:18:07,success
T05204,C0006,purchase,73962.98,2024-09-27 13:30:50,success
T05205,C0244,purchase,49315.4,2025-02-11 18:37:31,failed
T05206,C0175,withdrawal,13304.97,2024-06-20 11:40:57,success
T05207,C0203,withdrawal,41806.16,2024-07-22 10:51:59,failed
T05208,C0361,withdrawal,34386.76,2024-12-08 09:12:43,success
T05209,C0237,withdrawal,66687.19,2025-05-23 19:26:23,success
T05210,C0143,deposit,85001.47,2025-04-16 05:33:10,success
T05211,C0479,deposit,69531.47,2024-10-07 22:14:14,success
T05212,C0374,deposit,83224.64,2025-01-06 22:29:48,success
T05213,C0472,purchase,99332.47,2025-04-18 06:11:58,success
T05214,C0062,deposit,2216.06,2024-05-30 23:06:58,success
T05215,C0213,online fraud,59246.76,2025-05-16 07:38:04,failed
T05216,C0018,transfer,23625.4,2024-07-27 20:59:38,success
T05217,C0315,withdrawal,1312.89,2025-04-13 12:10:12,success
T05218,C0124,withdrawal,46219.27,2024-09-18 13:33:04,success
T05219,C0085,deposit,3107.96,2025-01-14 18:33:51,success
T05220,C0176,deposit,94831.32,2024-11-20 11:05:24,success
T05221,C0306,online fraud,42759.51,2025-03-03 16:57:17,failed
T05222,C0276,purchase,71230.9,2024-11-18 05:03:46,success
T05223,C0019,online fraud,1781.08,2025-02-05 23:06:58,failed
T05224,C0137,deposit,91234.09,2025-02-21 21:50:33,success
T05225,C0209,deposit,53927.07,2025-03-14 03:29:52,success
T05226,C0255,purchase,65293.8,2024-10-01 10:35:19,failed
T05227,C0420,deposit,63893.33,2024-10-21 00:21:20,failed
T05228,C0242,online fraud,3418.83,2025-01-23 18:40:35,failed
T05229,C0305,deposit,78240.88,2025-04-04 18:37:24,success
T05230,C0357,withdrawal,63495.49,2024-12-12 01:23:26,success
T05231,C0215,online fraud,68071.97,2025-01-06 07:12:29,failed
T05232,C0285,withdrawal,33632.79,2025-01-18 03:44:36,success
T05233,C0110,purchase,43555.18,2024-10-25 23:27:19,success
T05234,C0382,deposit,58970.81,2024-09-17 22:03:22,success
T05235,C0385,purchase,87132.19,2025-02-18 03:38:13,success
T05236,C0036,withdrawal,58469.79,2025-02-18 16:32:05,success
T05237,C0427,withdrawal,17040.04,2024-07-23 01:31:37,success
T05238,C0126,online fraud,46241.3,2024-12-24 03:01:27,failed
T05239,C0183,transfer,56324.91,2024-12-25 20:19:42,success
T05240,C0385,withdrawal,83742.36,2024-06-02 21:31:43,success
T05241,C0192,transfer,78119.09,2024-09-20 06:11:02,failed
T05242,C0447,deposit,4789.51,2024-11-25 20:25:39,failed
T05243,C0435,deposit,63644.89,2024-08-26 15:15:41,success
T05244,C0480,transfer,31119.68,2025-03-23 02:45:16,success
T05245,C0019,deposit,59927.06,2024-07-22 23:19:36,success
T05246,C0185,deposit,3748.28,2025-03-21 16:11:05,success
T05247,C0092,online fraud,3336.36,2024-11-21 16:30:07,failed
T05248,C0244,deposit,97517.97,2024-06-29 17:39:59,success
T05249,C0091,withdrawal,87841.86,2025-01-11 16:54:20,failed
T05250,C0311,withdrawal,2410.47,2024-10-30 02:49:39,success
T05251,C0467,online fraud,79475.56,2024-08-02 13:16:07,failed
T05252,C0053,purchase,64565.28,2024-08-13 10:06:33,success
T05253,C0062,deposit,970.51,2024-10-12 19:57:46,success
T05254,C0262,purchase,8066.65,2025-01-18 02:44:55,success
T05255,C0466,withdrawal,76256.06,2024-06-05 17:54:23,success
T05256,C0318,purchase,60755.44,2025-01-29 02:27:13,failed
T05257,C0042,withdrawal,56787.42,2025-03-18 15:38:24,success
T05258,C0417,withdrawal,7680.05,2025-03-15 03:05:33,failed
T05259,C0067,deposit,41882.92,2024-06-08 10:07:23,success
T05260,C0272,deposit,29304.89,2024-09-13 05:07:52,success
T05261,C0151,deposit,736.2,2025-03-09 16:35:25,success
T05262,C0233,withdrawal,43151.87,2024-06-23 23:15:00,success
T05263,C0426,deposit,69501.26,2024-07-04 15:31:15,success
T05264,C0038,deposit,73409.8,2024-12-12 08:00:00,success
T05265,C0226,deposit,62670.13,2025-05-08 20:49:43,success
T05266,C0198,online fraud,67223.3,2025-03-24 19:51:14,failed
T05267,C0202,online fraud,65005.31,2024-10-30 21:08:28,failed
T05268,C0050,deposit,332.35,2024-05-28 00:22:01,success
T05269,C0225,online fraud,90980.8,2025-02-15 15:09:18,failed
T05270,C0158,withdrawal,19929.49,2024-06-08 08:36:34,success
T05271,C0434,withdrawal,25531.39,2024-10-25 13:30:42,success
T05272,C0188,withdrawal,59031.04,2024-10-26 12:52:38,success
T05273,C0003,deposit,94421.7,2024-10-12 09:16:53,failed
T05274,C0168,transfer,54527.1,2024-06-25 03:43:21,success
T05275,C0403,withdrawal,27593.08,2024-07-29 10:33:36,success
T05276,C0255,deposit,58120.05,2025-03-05 21:41:44,success
T05277,C0169,transfer,72045.93,2024-12-01 09:34:24,success
T05278,C0351,deposit,45166.09,2024-10-27 06:41:22,success
T05279,C0315,withdrawal,47056.62,2024-08-07 00:49:47,success
T05280,C0164,deposit,38590.48,2025-01-05 04:50:16,success
T05281,C0381,deposit,64026.01,2024-11-17 07:27:16,success
T05282,C0056,purchase,85114.95,2025-03-10 00:30:41,success
T05283,C0322,purchase,53916.33,2024-06-15 03:31:52,success
T05284,C0106,withdrawal,54349.86,2024-07-20 05:10:35,success
T05285,C0356,transfer,6730.31,2025-01-24 06:08:02,failed
T05286,C0477,withdrawal,16070.92,2024-08-13 07:52:51,success
T05287,C0039,deposit,95288.7,2025-04-28 10:58:45,success
T05288,C0376,deposit,61743.24,2024-08-26 12:55:36,success
T05289,C0155,online fraud,72876.43,2025-02-09 19:24:58,failed
T05290,C0361,withdrawal,66192.77,2024-06-13 20:45:49,success
T05291,C0264,purchase,77473.66,2024-08-25 14:59:06,success
T05292,C0216,withdrawal,70811.91,2025-01-24 01:26:41,failed
T05293,C0426,deposit,34322.23,2025-01-08 07:05:42,success
T05294,C0408,deposit,65418.89,2025-02-21 17:19:04,success
T05295,C0209,withdrawal,11223.83,2024-05-30 16:16:37,success
T05296,C0040,deposit,86960.5,2024-10-16 17:24:24,success
T05297,C0232,deposit,32643.52,2025-05-11 11:29:30,failed
T05298,C0079,deposit,3419.37,2025-01-15 22:16:45,success
T05299,C0344,purchase,52150.76,2025-05-18 11:56:16,success
T05300,C0308,purchase,50704.47,2025-01-01 08:33:34,success
T05301,C0400,withdrawal,35308.71,2024-06-11 02:03:02,success
T05302,C0419,withdrawal,61029.1,2024-12-08 00:28:41,success
T05303,C0365,purchase,17276.31,2024-06-27 03:42:27,failed
T05304,C0143,withdrawal,7818.73,2024-10-28 08:29:16,success
T05305,C0194,deposit,21589.84,2025-03-30 02:26:12,success
T05306,C0057,purchase,66154.37,2025-01-23 14:19:05,success
T05307,C0460,transfer,49995.47,2025-03-18 02:20:16,success
T05308,C0458,withdrawal,88854.43,2024-07-28 18:55:59,success
T05309,C0495,deposit,62866.79,2024-10-17 23:25:22,success
T05310,C0188,deposit,56542.42,2025-04-02 08:53:57,success
T05311,C0298,withdrawal,56764.86,2024-10-31 23:50:00,success
T05312,C0441,deposit,24628.63,2024-11-30 08:02:51,success
T05313,C0035,withdrawal,60249.36,2024-12-19 17:33:23,success
T05314,C0183,withdrawal,72452.59,2025-02-15 14:43:23,success
T05315,C0321,deposit,32662.09,2024-11-18 06:26:27,success
T05316,C0471,online fraud,67130.35,2024-06-18 12:06:01,failed
T05317,C0471,deposit,69895.18,2024-12-03 22:12:08,success
T05318,C0278,deposit,53523.47,2024-07-19 04:50:11,failed
T05319,C0123,deposit,52757.95,2025-01-19 13:31:43,failed
T05320,C0377,transfer,24501.15,2024-10-17 08:24:17,success
T05321,C0125,withdrawal,44954.99,2025-01-05 20:23:41,success
T05322,C0015,purchase,11118.99,2024-09-19 13:01:20,success
T05323,C0226,purchase,5508.89,2024-12-27 21:54:02,success
T05324,C0389,deposit,85886.43,2025-05-05 19:49:16,success
T05325,C0238,purchase,48031.43,2025-02-01 23:15:01,success
T05326,C0168,withdrawal,57040.89,2025-01-26 05:42:36,success
T05327,C0430,purchase,1959.17,2025-04-16 19:24:01,success
T05328,C0116,withdrawal,69896.48,2024-12-21 06:03:53,success
T05329,C0421,deposit,56608.46,2024-06-30 12:12:37,success
T05330,C0007,deposit,24815.68,2025-03-27 12:46:55,success
T05331,C0236,transfer,39405.19,2025-03-23 05:44:53,success
T05332,C0103,withdrawal,9595.42,2024-09-10 15:50:14,success
T05333,C0161,deposit,14888.99,2024-08-03 08:14:01,success
T05334,C0142,purchase,82340.7,2025-03-16 13:23:36,success
T05335,C0310,deposit,54472.01,2025-04-15 18:40:36,success
T05336,C0254,deposit,48985.74,2025-02-28 02:23:21,success
T05337,C0256,deposit,79670.86,2024-10-16 22:56:32,success
T05338,C0397,deposit,3784.55,2024-06-12 03:16:49,failed
T05339,C0110,withdrawal,62439.3,2024-09-29 10:53:03,success
T05340,C0498,online fraud,12793.75,2024-08-02 23:01:12,failed
T05341,C0249,withdrawal,44579.89,2024-07-29 15:17:30,success
T05342,C0002,purchase,18645.99,2024-06-14 06:44:22,success
T05343,C0433,withdrawal,9810.97,2025-01-10 19:48:02,success
T05344,C0414,deposit,43023.89,2024-12-10 19:39:54,success
T05345,C0036,deposit,47907.29,2025-01-16 02:03:09,success
T05346,C0155,transfer,87093.68,2024-10-11 11:21:26,success
T05347,C0089,deposit,11119.12,2024-08-27 15:11:52,success
T05348,C0375,deposit,98618.77,2025-04-27 07:19:38,success
T05349,C0036,purchase,37397.99,2025-01-31 16:37:28,success
T05350,C0225,deposit,8696.77,2025-01-02 17:32:21,success
T05351,C0201,deposit,91539.65,2025-04-03 16:51:54,success
T05352,C0373,withdrawal,2628.33,2025-01-22 14:43:31,success
T05353,C0002,purchase,30933.25,2024-09-12 11:55:31,success
T05354,C0101,purchase,68206.9,2025-03-13 09:39:57,success
T05355,C0314,transfer,99744.33,2024-10-30 03:33:29,success
T05356,C0420,purchase,28528.04,2024-08-23 00:51:55,success
T05357,C0436,transfer,75251.65,2024-12-04 00:32:14,success
T05358,C0479,deposit,70386.07,2024-06-09 23:53:09,success
T05359,C0398,deposit,11199.13,2024-11-09 12:03:53,success
T05360,C0110,deposit,24077.33,2024-10-30 17:31:03,failed
T05361,C0117,withdrawal,9883.04,2024-09-03 21:57:31,success
T05362,C0191,deposit,1082.25,2024-12-11 13:44:32,success
T05363,C0364,deposit,48722.46,2024-08-22 07:21:33,failed
T05364,C0290,deposit,40956.71,2025-01-29 03:30:10,success
T05365,C0229,deposit,55157.96,2025-05-11 16:15:30,success
T05366,C0114,deposit,66513.0,2025-01-02 06:09:55,success
T05367,C0032,transfer,6597.02,2025-02-09 04:11:52,success
T05368,C0087,purchase,46844.03,2024-11-18 06:38:00,success
T05369,C0219,withdrawal,56022.34,2024-09-23 16:53:57,success
T05370,C0252,deposit,31385.55,2025-05-08 01:25:54,failed
T05371,C0112,transfer,97331.84,2024-12-07 04:31:10,success
T05372,C0318,withdrawal,31980.06,2025-04-18 18:34:02,success
T05373,C0310,deposit,21479.98,2025-01-27 11:00:03,failed
T05374,C0269,online fraud,53903.72,2025-01-07 09:05:52,failed
T05375,C0406,deposit,38197.03,2024-06-10 19:39:19,success
T05376,C0181,purchase,3765.71,2024-11-23 08:50:14,success
T05377,C0441,withdrawal,53829.97,2024-11-28 03:59:09,failed
T05378,C0020,purchase,71096.94,2024-08-18 15:10:37,success
T05379,C0471,deposit,21424.8,2025-04-03 18:22:21,success
T05380,C0116,withdrawal,19294.02,2024-09-30 00:35:14,success
T05381,C0304,purchase,89292.24,2024-11-11 19:36:37,success
T05382,C0103,withdrawal,21564.22,2025-05-13 04:25:53,success
T05383,C0058,withdrawal,27378.38,2024-12-23 06:05:27,failed
T05384,C0119,transfer,33950.0,2025-03-13 01:06:03,success
T05385,C0028,deposit,81275.64,2024-06-12 11:04:57,success
T05386,C0212,online fraud,39256.59,2024-12-26 19:36:13,failed
T05387,C0104,transfer,36995.39,2024-12-12 10:19:57,success
T05388,C0372,withdrawal,19165.8,2025-03-06 03:48:30,failed
T05389,C0315,withdrawal,95562.25,2024-10-27 03:31:37,success
T05390,C0160,deposit,37193.74,2025-04-30 19:49:27,success
T05391,C0258,deposit,17684.18,2024-08-29 02:33:10,success
T05392,C0484,withdrawal,38800.14,2024-12-26 08:33:33,success
T05393,C0478,transfer,66732.41,2024-06-06 03:14:57,success
T05394,C0463,deposit,62968.79,2025-01-25 14:00:13,failed
T05395,C0121,withdrawal,77658.82,2025-05-21 10:33:39,success
T05396,C0299,deposit,12861.65,2024-08-17 00:26:40,success
T05397,C0369,purchase,88214.97,2025-01-10 23:20:46,success
T05398,C0474,withdrawal,31757.5,2024-12-26 05:46:24,success
T05399,C0102,withdrawal,85861.8,2024-08-07 16:27:38,success
T05400,C0025,deposit,31329.32,2024-07-27 03:40:54,success
T05401,C0327,purchase,2713.98,2025-04-16 16:58:44,success
T05402,C0473,purchase,48316.67,2024-10-07 14:22:45,success
T05403,C0363,purchase,22744.75,2024-10-13 09:50:18,success
T05404,C0480,withdrawal,95951.05,2024-09-15 23:51:15,success
T05405,C0332,deposit,75553.61,2025-02-26 17:19:43,success
T05406,C0249,deposit,55092.79,2024-12-25 17:48:09,success
T05407,C0484,withdrawal,76090.91,2024-08-15 20:58:28,success
T05408,C0244,deposit,91394.89,2024-12-05 02:41:02,success
T05409,C0360,deposit,90673.76,2024-06-06 01:44:01,success
T05410,C0294,withdrawal,20792.14,2025-02-04 19:36:00,failed
T05411,C0303,deposit,13381.08,2025-02-09 03:42:47,success
T05412,C0264,purchase,36427.03,2024-06-11 02:10:17,success
T05413,C0337,purchase,9544.94,2024-08-31 12:32:49,success
T05414,C0186,deposit,18591.94,2024-08-20 17:13:03,success
T05415,C0116,deposit,60073.08,2024-07-11 14:22:40,success
T05416,C0122,transfer,60369.28,2025-05-22 13:55:03,success
T05417,C0412,deposit,16134.34,2024-11-22 15:01:27,success
T05418,C0281,purchase,84447.91,2024-10-25 19:42:05,success
T05419,C0303,purchase,52690.23,2024-06-30 05:16:29,success
T05420,C0359,transfer,49962.87,2024-07-21 23:30:56,success
T05421,C0496,purchase,65959.83,2024-09-12 00:04:36,success
T05422,C0269,deposit,22005.23,2024-12-22 18:50:35,success
T05423,C0096,withdrawal,16235.71,2025-04-21 22:55:31,success
T05424,C0407,withdrawal,83011.36,2025-02-21 01:24:39,success
T05425,C0270,deposit,32118.33,2024-10-31 22:30:15,success
T05426,C0189,online fraud,15685.26,2024-10-09 11:41:00,failed
T05427,C0174,withdrawal,44636.13,2024-11-13 11:13:10,success
T05428,C0117,deposit,7158.55,2024-12-23 04:22:36,success
T05429,C0074,online fraud,69197.12,2024-08-10 13:40:02,failed
T05430,C0248,withdrawal,59124.17,2025-01-25 13:41:46,success
T05431,C0113,deposit,55043.3,2025-01-31 23:52:40,success
T05432,C0283,purchase,53256.44,2024-10-24 01:07:36,success
T05433,C0210,withdrawal,40302.85,2024-06-12 13:03:11,success
T05434,C0192,deposit,70509.84,2025-05-02 07:52:25,success
T05435,C0464,transfer,84830.83,2025-03-16 12:57:01,success
T05436,C0183,deposit,57593.85,2024-08-09 03:47:11,success
T05437,C0452,withdrawal,41188.88,2024-06-15 14:08:59,success
T05438,C0254,deposit,29161.01,2024-10-20 10:44:47,success
T05439,C0321,deposit,98404.43,2024-07-20 10:35:43,success
T05440,C0313,withdrawal,36593.73,2025-04-18 14:23:40,success
T05441,C0281,transfer,62400.54,2024-07-13 11:59:46,success
T05442,C0471,deposit,61948.23,2024-05-24 04:14:45,success
T05443,C0292,withdrawal,24805.7,2024-12-26 19:19:53,success
T05444,C0129,transfer,75717.58,2025-04-09 20:46:36,success
T05445,C0283,transfer,17740.52,2024-11-14 18:55:34,success
T05446,C0432,deposit,12510.12,2024-09-30 08:56:12,success
T05447,C0310,purchase,25631.61,2025-01-30 11:52:59,success
T05448,C0083,withdrawal,33212.81,2025-02-19 20:48:49,success
T05449,C0142,deposit,1791.57,2024-08-05 02:39:12,success
T05450,C0183,deposit,26654.54,2025-01-04 16:13:53,success
T05451,C0125,transfer,36952.45,2024-07-15 02:45:28,success
T05452,C0325,purchase,7276.08,2025-03-05 11:32:31,success
T05453,C0208,purchase,56687.02,2025-02-02 16:04:06,success
T05454,C0303,withdrawal,67991.42,2024-09-27 20:21:39,success
T05455,C0123,deposit,85141.81,2024-09-26 20:05:28,success
T05456,C0298,transfer,80461.73,2025-05-06 11:47:54,success
T05457,C0458,transfer,10681.54,2024-10-03 06:52:22,success
T05458,C0268,transfer,65169.08,2025-01-31 04:01:54,success
T05459,C0025,transfer,51826.4,2024-10-30 06:23:00,success
T05460,C0291,withdrawal,16682.27,2024-09-23 04:13:24,success
T05461,C0137,purchase,40467.56,2025-02-01 02:35:21,success
T05462,C0215,deposit,60003.17,2025-03-07 12:04:08,success
T05463,C0066,deposit,51687.36,2024-07-22 11:23:53,success
T05464,C0255,withdrawal,10581.62,2024-08-13 23:01:48,success
T05465,C0435,deposit,1400.98,2025-05-11 23:22:41,success
T05466,C0457,purchase,94635.77,2025-03-19 03:13:12,success
T05467,C0053,withdrawal,92167.33,2024-08-08 00:23:55,success
T05468,C0396,deposit,12955.92,2025-03-31 17:19:02,success
T05469,C0047,withdrawal,18208.92,2024-08-09 09:19:31,success
T05470,C0286,transfer,26803.14,2024-12-28 12:17:13,success
T05471,C0313,withdrawal,46938.6,2024-10-12 11:55:47,success
T05472,C0229,withdrawal,22478.53,2024-07-07 19:43:08,success
T05473,C0210,deposit,59420.25,2024-12-16 06:07:06,success
T05474,C0290,withdrawal,43893.08,2025-03-02 19:14:39,success
T05475,C0074,withdrawal,64376.39,2024-11-19 02:10:12,success
T05476,C0342,withdrawal,66820.65,2024-09-30 03:48:23,success
T05477,C0374,deposit,29444.79,2024-12-10 00:45:49,success
T05478,C0075,deposit,67065.82,2024-09-22 12:57:42,success
T05479,C0019,deposit,58433.89,2024-07-01 22:36:00,success
T05480,C0215,purchase,11305.0,2024-08-13 23:46:04,success
T05481,C0332,deposit,77403.16,2025-01-27 09:33:59,success
T05482,C0344,withdrawal,74650.71,2025-01-29 06:47:52,failed
T05483,C0483,deposit,46819.03,2025-04-13 08:45:55,success
T05484,C0228,deposit,64416.54,2024-08-10 21:17:05,success
T05485,C0034,transfer,92256.11,2024-08-25 08:48:14,success
T05486,C0183,withdrawal,56054.53,2024-12-28 12:15:47,failed
T05487,C0176,withdrawal,31561.91,2024-09-01 03:22:41,success
T05488,C0163,withdrawal,86019.73,2024-11-11 02:54:23,success
T05489,C0411,deposit,46458.46,2024-12-14 04:13:37,success
T05490,C0160,withdrawal,98185.17,2024-10-25 06:18:26,success
T05491,C0291,withdrawal,53610.0,2025-01-31 04:28:46,success
T05492,C0097,transfer,48364.59,2025-02-07 13:41:50,failed
T05493,C0005,withdrawal,59545.33,2024-12-24 21:04:55,success
T05494,C0273,deposit,84281.24,2025-03-10 19:53:17,success
T05495,C0305,purchase,87369.53,2024-08-09 11:57:52,success
T05496,C0002,withdrawal,6222.79,2024-12-22 14:38:46,success
T05497,C0141,purchase,50434.39,2024-07-17 11:19:33,success
T05498,C0154,deposit,23162.8,2024-08-13 07:23:25,failed
T05499,C0194,transfer,2827.36,2024-09-15 02:16:20,success
T05500,C0048,deposit,53808.04,2024-11-11 10:07:00,success
T05501,C0484,deposit,29233.94,2025-05-05 09:28:37,success
T05502,C0274,withdrawal,99269.96,2024-10-21 22:24:27,success
T05503,C0203,purchase,17247.59,2024-11-06 10:37:04,success
T05504,C0377,deposit,11866.73,2025-02-11 12:59:15,failed
T05505,C0397,online fraud,81551.87,2024-07-24 01:31:44,failed
T05506,C0083,purchase,40875.41,2024-09-01 16:29:41,success
